municipality,name,year,population
1907,Surahammar,1968,10843.0
1907,Surahammar,1969,10964.0
1907,Surahammar,1970,10979.0
1907,Surahammar,1971,10868.0
1907,Surahammar,1972,11007.0
1907,Surahammar,1973,11043.0
1907,Surahammar,1974,11084.0
1907,Surahammar,1975,11074.0
1907,Surahammar,1976,11221.0
1907,Surahammar,1977,11355.0
1907,Surahammar,1978,11427.0
1907,Surahammar,1979,11493.0
1907,Surahammar,1980,11439.0
1907,Surahammar,1981,11603.0
1907,Surahammar,1982,11444.0
1907,Surahammar,1983,11413.0
1907,Surahammar,1984,11412.0
1907,Surahammar,1985,11234.0
1907,Surahammar,1986,11159.0
1907,Surahammar,1987,11206.0
1907,Surahammar,1988,11287.0
1907,Surahammar,1989,11337.0
1907,Surahammar,1990,11381.0
1907,Surahammar,1991,11383.0
1907,Surahammar,1992,11396.0
1907,Surahammar,1993,11384.0
1907,Surahammar,1994,11344.0
1907,Surahammar,1995,11107.0
1907,Surahammar,1996,10905.0
1907,Surahammar,1997,10795.0
1907,Surahammar,1998,10679.0
1907,Surahammar,1999,10498.0
1907,Surahammar,2000,10340.0
1907,Surahammar,2001,10246.0
1907,Surahammar,2002,10207.0
1907,Surahammar,2003,10200.0
1907,Surahammar,2004,10249.0
1907,Surahammar,2005,10196.0
1907,Surahammar,2006,10109.0
1907,Surahammar,2007,10122.0
1907,Surahammar,2008,10062.0
1907,Surahammar,2009,9980.0
1907,Surahammar,2010,9949.0
1907,Surahammar,2011,9871.0
1907,Surahammar,2012,9890.0
1907,Surahammar,2013,9834.0
1907,Surahammar,2014,9918.0
1907,Surahammar,2015,9985.0
1960,Kungsör,1968,7981.0
1960,Kungsör,1969,8097.0
1960,Kungsör,1970,8200.0
1960,Kungsör,1971,8121.0
1960,Kungsör,1972,7996.0
1960,Kungsör,1973,7995.0
1960,Kungsör,1974,8217.0
1960,Kungsör,1975,8279.0
1960,Kungsör,1976,8390.0
1960,Kungsör,1977,8477.0
1960,Kungsör,1978,8534.0
1960,Kungsör,1979,8610.0
1960,Kungsör,1980,8606.0
1960,Kungsör,1981,8552.0
1960,Kungsör,1982,8481.0
1960,Kungsör,1983,8438.0
1960,Kungsör,1984,8348.0
1960,Kungsör,1985,8322.0
1960,Kungsör,1986,8378.0
1960,Kungsör,1987,8291.0
1960,Kungsör,1988,8317.0
1960,Kungsör,1989,8405.0
1960,Kungsör,1990,8472.0
1960,Kungsör,1991,8545.0
1960,Kungsör,1992,8613.0
1960,Kungsör,1993,8528.0
1960,Kungsör,1994,8440.0
1960,Kungsör,1995,8365.0
1960,Kungsör,1996,8294.0
1960,Kungsör,1997,8239.0
1960,Kungsör,1998,8178.0
1960,Kungsör,1999,8155.0
1960,Kungsör,2000,8148.0
1960,Kungsör,2001,8185.0
1960,Kungsör,2002,8222.0
1960,Kungsör,2003,8235.0
1960,Kungsör,2004,8287.0
1960,Kungsör,2005,8303.0
1960,Kungsör,2006,8211.0
1960,Kungsör,2007,8219.0
1960,Kungsör,2008,8170.0
1960,Kungsör,2009,8116.0
1960,Kungsör,2010,8089.0
1960,Kungsör,2011,8086.0
1960,Kungsör,2012,8030.0
1960,Kungsör,2013,8175.0
1960,Kungsör,2014,8269.0
1960,Kungsör,2015,8343.0
1961,Hallstahammar,1968,18278.0
1961,Hallstahammar,1969,18505.0
1961,Hallstahammar,1970,18988.0
1961,Hallstahammar,1971,19039.0
1961,Hallstahammar,1972,19024.0
1961,Hallstahammar,1973,18732.0
1961,Hallstahammar,1974,18663.0
1961,Hallstahammar,1975,18552.0
1961,Hallstahammar,1976,18644.0
1961,Hallstahammar,1977,18558.0
1961,Hallstahammar,1978,18437.0
1961,Hallstahammar,1979,18424.0
1961,Hallstahammar,1980,18237.0
1961,Hallstahammar,1981,17888.0
1961,Hallstahammar,1982,17521.0
1961,Hallstahammar,1983,17296.0
1961,Hallstahammar,1984,17036.0
1961,Hallstahammar,1985,16854.0
1961,Hallstahammar,1986,16681.0
1961,Hallstahammar,1987,16622.0
1961,Hallstahammar,1988,16637.0
1961,Hallstahammar,1989,16742.0
1961,Hallstahammar,1990,16628.0
1961,Hallstahammar,1991,16581.0
1961,Hallstahammar,1992,16483.0
1961,Hallstahammar,1993,16495.0
1961,Hallstahammar,1994,16257.0
1961,Hallstahammar,1995,16072.0
1961,Hallstahammar,1996,15830.0
1961,Hallstahammar,1997,15681.0
1961,Hallstahammar,1998,15407.0
1961,Hallstahammar,1999,15189.0
1961,Hallstahammar,2000,15064.0
1961,Hallstahammar,2001,15052.0
1961,Hallstahammar,2002,14986.0
1961,Hallstahammar,2003,15039.0
1961,Hallstahammar,2004,15038.0
1961,Hallstahammar,2005,14955.0
1961,Hallstahammar,2006,15042.0
1961,Hallstahammar,2007,15040.0
1961,Hallstahammar,2008,15014.0
1961,Hallstahammar,2009,15127.0
1961,Hallstahammar,2010,15175.0
1961,Hallstahammar,2011,15224.0
1961,Hallstahammar,2012,15346.0
1961,Hallstahammar,2013,15524.0
1961,Hallstahammar,2014,15596.0
1961,Hallstahammar,2015,15645.0
1962,Norberg,1968,6861.0
1962,Norberg,1969,6793.0
1962,Norberg,1970,6794.0
1962,Norberg,1971,6774.0
1962,Norberg,1972,6686.0
1962,Norberg,1973,6618.0
1962,Norberg,1974,6619.0
1962,Norberg,1975,6612.0
1962,Norberg,1976,6679.0
1962,Norberg,1977,6670.0
1962,Norberg,1978,6705.0
1962,Norberg,1979,6790.0
1962,Norberg,1980,6843.0
1962,Norberg,1981,6781.0
1962,Norberg,1982,6651.0
1962,Norberg,1983,6618.0
1962,Norberg,1984,6551.0
1962,Norberg,1985,6485.0
1962,Norberg,1986,6481.0
1962,Norberg,1987,6488.0
1962,Norberg,1988,6531.0
1962,Norberg,1989,6581.0
1962,Norberg,1990,6665.0
1962,Norberg,1991,6720.0
1962,Norberg,1992,6712.0
1962,Norberg,1993,6685.0
1962,Norberg,1994,6649.0
1962,Norberg,1995,6503.0
1962,Norberg,1996,6407.0
1962,Norberg,1997,6363.0
1962,Norberg,1998,6182.0
1962,Norberg,1999,6087.0
1962,Norberg,2000,5939.0
1962,Norberg,2001,5928.0
1962,Norberg,2002,5876.0
1962,Norberg,2003,5930.0
1962,Norberg,2004,5949.0
1962,Norberg,2005,5866.0
1962,Norberg,2006,5843.0
1962,Norberg,2007,5788.0
1962,Norberg,2008,5749.0
1962,Norberg,2009,5730.0
1962,Norberg,2010,5723.0
1962,Norberg,2011,5725.0
1962,Norberg,2012,5630.0
1962,Norberg,2013,5608.0
1962,Norberg,2014,5719.0
1962,Norberg,2015,5803.0
1980,Västerås,1968,111647.0
1980,Västerås,1969,114188.0
1980,Västerås,1970,116725.0
1980,Västerås,1971,118234.0
1980,Västerås,1972,118101.0
1980,Västerås,1973,117936.0
1980,Västerås,1974,118044.0
1980,Västerås,1975,117911.0
1980,Västerås,1976,118055.0
1980,Västerås,1977,118141.0
1980,Västerås,1978,117599.0
1980,Västerås,1979,117257.0
1980,Västerås,1980,117487.0
1980,Västerås,1981,117408.0
1980,Västerås,1982,117793.0
1980,Västerås,1983,117954.0
1980,Västerås,1984,117658.0
1980,Västerås,1985,117706.0
1980,Västerås,1986,117732.0
1980,Västerås,1987,117563.0
1980,Västerås,1988,117717.0
1980,Västerås,1989,118386.0
1980,Västerås,1990,119761.0
1980,Västerås,1991,120354.0
1980,Västerås,1992,120889.0
1980,Västerås,1993,121593.0
1980,Västerås,1994,122998.0
1980,Västerås,1995,123728.0
1980,Västerås,1996,124084.0
1980,Västerås,1997,124119.0
1980,Västerås,1998,124780.0
1980,Västerås,1999,125433.0
1980,Västerås,2000,126328.0
1980,Västerås,2001,127799.0
1980,Västerås,2002,128902.0
1980,Västerås,2003,129987.0
1980,Västerås,2004,131014.0
1980,Västerås,2005,131934.0
1980,Västerås,2006,132920.0
1980,Västerås,2007,133728.0
1980,Västerås,2008,134684.0
1980,Västerås,2009,135936.0
1980,Västerås,2010,137207.0
1980,Västerås,2011,138709.0
1980,Västerås,2012,140499.0
1980,Västerås,2013,142131.0
1980,Västerås,2014,143702.0
1980,Västerås,2015,145218.0
1981,Sala,1968,19757.0
1981,Sala,1969,19564.0
1981,Sala,1970,19595.0
1981,Sala,1971,19652.0
1981,Sala,1972,19933.0
1981,Sala,1973,20128.0
1981,Sala,1974,20266.0
1981,Sala,1975,20421.0
1981,Sala,1976,20520.0
1981,Sala,1977,20530.0
1981,Sala,1978,20717.0
1981,Sala,1979,20959.0
1981,Sala,1980,20936.0
1981,Sala,1981,20978.0
1981,Sala,1982,21053.0
1981,Sala,1983,21075.0
1981,Sala,1984,21052.0
1981,Sala,1985,21000.0
1981,Sala,1986,21112.0
1981,Sala,1987,21231.0
1981,Sala,1988,21381.0
1981,Sala,1989,21607.0
1981,Sala,1990,21820.0
1981,Sala,1991,22060.0
1981,Sala,1992,22233.0
1981,Sala,1993,22324.0
1981,Sala,1994,22267.0
1981,Sala,1995,22074.0
1981,Sala,1996,22063.0
1981,Sala,1997,21907.0
1981,Sala,1998,21748.0
1981,Sala,1999,21530.0
1981,Sala,2000,21548.0
1981,Sala,2001,21535.0
1981,Sala,2002,21663.0
1981,Sala,2003,21742.0
1981,Sala,2004,21554.0
1981,Sala,2005,21446.0
1981,Sala,2006,21360.0
1981,Sala,2007,21412.0
1981,Sala,2008,21365.0
1981,Sala,2009,21499.0
1981,Sala,2010,21535.0
1981,Sala,2011,21568.0
1981,Sala,2012,21596.0
1981,Sala,2013,21769.0
1981,Sala,2014,21925.0
1981,Sala,2015,22109.0
1982,Fagersta,1968,16858.0
1982,Fagersta,1969,17041.0
1982,Fagersta,1970,16963.0
1982,Fagersta,1971,16947.0
1982,Fagersta,1972,16445.0
1982,Fagersta,1973,16114.0
1982,Fagersta,1974,16118.0
1982,Fagersta,1975,15911.0
1982,Fagersta,1976,15724.0
1982,Fagersta,1977,15535.0
1982,Fagersta,1978,15361.0
1982,Fagersta,1979,15294.0
1982,Fagersta,1980,15121.0
1982,Fagersta,1981,14970.0
1982,Fagersta,1982,14782.0
1982,Fagersta,1983,14466.0
1982,Fagersta,1984,14199.0
1982,Fagersta,1985,13989.0
1982,Fagersta,1986,13871.0
1982,Fagersta,1987,13753.0
1982,Fagersta,1988,13744.0
1982,Fagersta,1989,13812.0
1982,Fagersta,1990,13756.0
1982,Fagersta,1991,13722.0
1982,Fagersta,1992,13664.0
1982,Fagersta,1993,13702.0
1982,Fagersta,1994,13583.0
1982,Fagersta,1995,13355.0
1982,Fagersta,1996,13235.0
1982,Fagersta,1997,12975.0
1982,Fagersta,1998,12773.0
1982,Fagersta,1999,12583.0
1982,Fagersta,2000,12381.0
1982,Fagersta,2001,12270.0
1982,Fagersta,2002,12325.0
1982,Fagersta,2003,12334.0
1982,Fagersta,2004,12231.0
1982,Fagersta,2005,12270.0
1982,Fagersta,2006,12202.0
1982,Fagersta,2007,12183.0
1982,Fagersta,2008,12267.0
1982,Fagersta,2009,12249.0
1982,Fagersta,2010,12443.0
1982,Fagersta,2011,12553.0
1982,Fagersta,2012,12634.0
1982,Fagersta,2013,12872.0
1982,Fagersta,2014,13133.0
1982,Fagersta,2015,13286.0
1983,Köping,1968,28967.0
1983,Köping,1969,29685.0
1983,Köping,1970,29718.0
1983,Köping,1971,29379.0
1983,Köping,1972,28538.0
1983,Köping,1973,28168.0
1983,Köping,1974,27987.0
1983,Köping,1975,27872.0
1983,Köping,1976,27715.0
1983,Köping,1977,27691.0
1983,Köping,1978,27426.0
1983,Köping,1979,27291.0
1983,Köping,1980,27201.0
1983,Köping,1981,26928.0
1983,Köping,1982,26799.0
1983,Köping,1983,26603.0
1983,Köping,1984,26503.0
1983,Köping,1985,26371.0
1983,Köping,1986,26296.0
1983,Köping,1987,26280.0
1983,Köping,1988,26253.0
1983,Köping,1989,26318.0
1983,Köping,1990,26444.0
1983,Köping,1991,26345.0
1983,Köping,1992,26308.0
1983,Köping,1993,26341.0
1983,Köping,1994,26331.0
1983,Köping,1995,26137.0
1983,Köping,1996,25866.0
1983,Köping,1997,25564.0
1983,Köping,1998,25219.0
1983,Köping,1999,24915.0
1983,Köping,2000,24763.0
1983,Köping,2001,24750.0
1983,Köping,2002,24647.0
1983,Köping,2003,24585.0
1983,Köping,2004,24677.0
1983,Köping,2005,24646.0
1983,Köping,2006,24659.0
1983,Köping,2007,24646.0
1983,Köping,2008,24740.0
1983,Köping,2009,24847.0
1983,Köping,2010,24905.0
1983,Köping,2011,24807.0
1983,Köping,2012,24854.0
1983,Köping,2013,25237.0
1983,Köping,2014,25376.0
1983,Köping,2015,25557.0
1984,Arboga,1968,14802.0
1984,Arboga,1969,14791.0
1984,Arboga,1970,14830.0
1984,Arboga,1971,14876.0
1984,Arboga,1972,14824.0
1984,Arboga,1973,14820.0
1984,Arboga,1974,14706.0
1984,Arboga,1975,14717.0
1984,Arboga,1976,14653.0
1984,Arboga,1977,14698.0
1984,Arboga,1978,14843.0
1984,Arboga,1979,14834.0
1984,Arboga,1980,14944.0
1984,Arboga,1981,14734.0
1984,Arboga,1982,14623.0
1984,Arboga,1983,14575.0
1984,Arboga,1984,14484.0
1984,Arboga,1985,14441.0
1984,Arboga,1986,14380.0
1984,Arboga,1987,14384.0
1984,Arboga,1988,14457.0
1984,Arboga,1989,14536.0
1984,Arboga,1990,14622.0
1984,Arboga,1991,14605.0
1984,Arboga,1992,14552.0
1984,Arboga,1993,14572.0
1984,Arboga,1994,14646.0
1984,Arboga,1995,14554.0
1984,Arboga,1996,14326.0
1984,Arboga,1997,14105.0
1984,Arboga,1998,14070.0
1984,Arboga,1999,14036.0
1984,Arboga,2000,13870.0
1984,Arboga,2001,13616.0
1984,Arboga,2002,13574.0
1984,Arboga,2003,13514.0
1984,Arboga,2004,13406.0
1984,Arboga,2005,13380.0
1984,Arboga,2006,13391.0
1984,Arboga,2007,13369.0
1984,Arboga,2008,13301.0
1984,Arboga,2009,13302.0
1984,Arboga,2010,13285.0
1984,Arboga,2011,13302.0
1984,Arboga,2012,13353.0
1984,Arboga,2013,13493.0
1984,Arboga,2014,13631.0
1984,Arboga,2015,13858.0
2021,Vansbro,1968,9294.0
2021,Vansbro,1969,9111.0
2021,Vansbro,1970,8968.0
2021,Vansbro,1971,8872.0
2021,Vansbro,1972,8800.0
2021,Vansbro,1973,8730.0
2021,Vansbro,1974,8705.0
2021,Vansbro,1975,8693.0
2021,Vansbro,1976,8624.0
2021,Vansbro,1977,8578.0
2021,Vansbro,1978,8498.0
2021,Vansbro,1979,8546.0
2021,Vansbro,1980,8523.0
2021,Vansbro,1981,8477.0
2021,Vansbro,1982,8354.0
2021,Vansbro,1983,8285.0
2021,Vansbro,1984,8246.0
2021,Vansbro,1985,8150.0
2021,Vansbro,1986,8043.0
2021,Vansbro,1987,7942.0
2021,Vansbro,1988,7923.0
2021,Vansbro,1989,7913.0
2021,Vansbro,1990,7901.0
2021,Vansbro,1991,7876.0
2021,Vansbro,1992,7795.0
2021,Vansbro,1993,7764.0
2021,Vansbro,1994,7685.0
2021,Vansbro,1995,7595.0
2021,Vansbro,1996,7576.0
2021,Vansbro,1997,7505.0
2021,Vansbro,1998,7476.0
2021,Vansbro,1999,7376.0
2021,Vansbro,2000,7291.0
2021,Vansbro,2001,7219.0
2021,Vansbro,2002,7235.0
2021,Vansbro,2003,7164.0
2021,Vansbro,2004,7122.0
2021,Vansbro,2005,7061.0
2021,Vansbro,2006,6983.0
2021,Vansbro,2007,6959.0
2021,Vansbro,2008,6916.0
2021,Vansbro,2009,6876.0
2021,Vansbro,2010,6805.0
2021,Vansbro,2011,6818.0
2021,Vansbro,2012,6779.0
2021,Vansbro,2013,6730.0
2021,Vansbro,2014,6694.0
2021,Vansbro,2015,6715.0
2023,Malung-Sälen,1968,12551.0
2023,Malung-Sälen,1969,12335.0
2023,Malung-Sälen,1970,12221.0
2023,Malung-Sälen,1971,12106.0
2023,Malung-Sälen,1972,12098.0
2023,Malung-Sälen,1973,12053.0
2023,Malung-Sälen,1974,12013.0
2023,Malung-Sälen,1975,11965.0
2023,Malung-Sälen,1976,11927.0
2023,Malung-Sälen,1977,12009.0
2023,Malung-Sälen,1978,11999.0
2023,Malung-Sälen,1979,11942.0
2023,Malung-Sälen,1980,11971.0
2023,Malung-Sälen,1981,11865.0
2023,Malung-Sälen,1982,11839.0
2023,Malung-Sälen,1983,11822.0
2023,Malung-Sälen,1984,11796.0
2023,Malung-Sälen,1985,11683.0
2023,Malung-Sälen,1986,11626.0
2023,Malung-Sälen,1987,11579.0
2023,Malung-Sälen,1988,11611.0
2023,Malung-Sälen,1989,11676.0
2023,Malung-Sälen,1990,11605.0
2023,Malung-Sälen,1991,11576.0
2023,Malung-Sälen,1992,11503.0
2023,Malung-Sälen,1993,11441.0
2023,Malung-Sälen,1994,11494.0
2023,Malung-Sälen,1995,11366.0
2023,Malung-Sälen,1996,11279.0
2023,Malung-Sälen,1997,11124.0
2023,Malung-Sälen,1998,10972.0
2023,Malung-Sälen,1999,10925.0
2023,Malung-Sälen,2000,10799.0
2023,Malung-Sälen,2001,10640.0
2023,Malung-Sälen,2002,10593.0
2023,Malung-Sälen,2003,10538.0
2023,Malung-Sälen,2004,10557.0
2023,Malung-Sälen,2005,10513.0
2023,Malung-Sälen,2006,10518.0
2023,Malung-Sälen,2007,10428.0
2023,Malung-Sälen,2008,10385.0
2023,Malung-Sälen,2009,10408.0
2023,Malung-Sälen,2010,10356.0
2023,Malung-Sälen,2011,10262.0
2023,Malung-Sälen,2012,10178.0
2023,Malung-Sälen,2013,10061.0
2023,Malung-Sälen,2014,9969.0
2023,Malung-Sälen,2015,10036.0
2026,Gagnef,1968,8125.0
2026,Gagnef,1969,8097.0
2026,Gagnef,1970,8190.0
2026,Gagnef,1971,8226.0
2026,Gagnef,1972,8400.0
2026,Gagnef,1973,8652.0
2026,Gagnef,1974,8897.0
2026,Gagnef,1975,9122.0
2026,Gagnef,1976,9516.0
2026,Gagnef,1977,9626.0
2026,Gagnef,1978,9738.0
2026,Gagnef,1979,9812.0
2026,Gagnef,1980,9842.0
2026,Gagnef,1981,9851.0
2026,Gagnef,1982,9870.0
2026,Gagnef,1983,9908.0
2026,Gagnef,1984,9904.0
2026,Gagnef,1985,9877.0
2026,Gagnef,1986,9788.0
2026,Gagnef,1987,9846.0
2026,Gagnef,1988,10008.0
2026,Gagnef,1989,10263.0
2026,Gagnef,1990,10453.0
2026,Gagnef,1991,10506.0
2026,Gagnef,1992,10523.0
2026,Gagnef,1993,10538.0
2026,Gagnef,1994,10535.0
2026,Gagnef,1995,10487.0
2026,Gagnef,1996,10389.0
2026,Gagnef,1997,10300.0
2026,Gagnef,1998,10271.0
2026,Gagnef,1999,10168.0
2026,Gagnef,2000,10075.0
2026,Gagnef,2001,10050.0
2026,Gagnef,2002,10008.0
2026,Gagnef,2003,10059.0
2026,Gagnef,2004,10091.0
2026,Gagnef,2005,10131.0
2026,Gagnef,2006,10080.0
2026,Gagnef,2007,10111.0
2026,Gagnef,2008,10107.0
2026,Gagnef,2009,10071.0
2026,Gagnef,2010,10097.0
2026,Gagnef,2011,10069.0
2026,Gagnef,2012,10012.0
2026,Gagnef,2013,10023.0
2026,Gagnef,2014,10024.0
2026,Gagnef,2015,10079.0
2029,Leksand,1968,12595.0
2029,Leksand,1969,12512.0
2029,Leksand,1970,12347.0
2029,Leksand,1971,12269.0
2029,Leksand,1972,12287.0
2029,Leksand,1973,12434.0
2029,Leksand,1974,12579.0
2029,Leksand,1975,12761.0
2029,Leksand,1976,13011.0
2029,Leksand,1977,13120.0
2029,Leksand,1978,13275.0
2029,Leksand,1979,13440.0
2029,Leksand,1980,13572.0
2029,Leksand,1981,13666.0
2029,Leksand,1982,13779.0
2029,Leksand,1983,13848.0
2029,Leksand,1984,13918.0
2029,Leksand,1985,13930.0
2029,Leksand,1986,13914.0
2029,Leksand,1987,13983.0
2029,Leksand,1988,14115.0
2029,Leksand,1989,14382.0
2029,Leksand,1990,14805.0
2029,Leksand,1991,15156.0
2029,Leksand,1992,15254.0
2029,Leksand,1993,15340.0
2029,Leksand,1994,15475.0
2029,Leksand,1995,15440.0
2029,Leksand,1996,15497.0
2029,Leksand,1997,15532.0
2029,Leksand,1998,15479.0
2029,Leksand,1999,15368.0
2029,Leksand,2000,15240.0
2029,Leksand,2001,15313.0
2029,Leksand,2002,15301.0
2029,Leksand,2003,15419.0
2029,Leksand,2004,15504.0
2029,Leksand,2005,15440.0
2029,Leksand,2006,15450.0
2029,Leksand,2007,15338.0
2029,Leksand,2008,15288.0
2029,Leksand,2009,15303.0
2029,Leksand,2010,15289.0
2029,Leksand,2011,15238.0
2029,Leksand,2012,15146.0
2029,Leksand,2013,15157.0
2029,Leksand,2014,15252.0
2029,Leksand,2015,15326.0
2031,Rättvik,1968,11300.0
2031,Rättvik,1969,11025.0
2031,Rättvik,1970,10805.0
2031,Rättvik,1971,10724.0
2031,Rättvik,1972,10691.0
2031,Rättvik,1973,10634.0
2031,Rättvik,1974,10665.0
2031,Rättvik,1975,10732.0
2031,Rättvik,1976,10823.0
2031,Rättvik,1977,10891.0
2031,Rättvik,1978,11003.0
2031,Rättvik,1979,11047.0
2031,Rättvik,1980,11194.0
2031,Rättvik,1981,11128.0
2031,Rättvik,1982,11092.0
2031,Rättvik,1983,11136.0
2031,Rättvik,1984,11115.0
2031,Rättvik,1985,10967.0
2031,Rättvik,1986,10947.0
2031,Rättvik,1987,10973.0
2031,Rättvik,1988,11048.0
2031,Rättvik,1989,11213.0
2031,Rättvik,1990,11345.0
2031,Rättvik,1991,11371.0
2031,Rättvik,1992,11418.0
2031,Rättvik,1993,11399.0
2031,Rättvik,1994,11382.0
2031,Rättvik,1995,11325.0
2031,Rättvik,1996,11226.0
2031,Rättvik,1997,11096.0
2031,Rättvik,1998,11044.0
2031,Rättvik,1999,10897.0
2031,Rättvik,2000,10847.0
2031,Rättvik,2001,10856.0
2031,Rättvik,2002,10898.0
2031,Rättvik,2003,10827.0
2031,Rättvik,2004,10864.0
2031,Rättvik,2005,10886.0
2031,Rättvik,2006,10884.0
2031,Rättvik,2007,10883.0
2031,Rättvik,2008,10850.0
2031,Rättvik,2009,10797.0
2031,Rättvik,2010,10811.0
2031,Rättvik,2011,10859.0
2031,Rättvik,2012,10799.0
2031,Rättvik,2013,10766.0
2031,Rättvik,2014,10748.0
2031,Rättvik,2015,10759.0
2034,Orsa,1968,7147.0
2034,Orsa,1969,7045.0
2034,Orsa,1970,6917.0
2034,Orsa,1971,6956.0
2034,Orsa,1972,6936.0
2034,Orsa,1973,6950.0
2034,Orsa,1974,6933.0
2034,Orsa,1975,7005.0
2034,Orsa,1976,7191.0
2034,Orsa,1977,7215.0
2034,Orsa,1978,7272.0
2034,Orsa,1979,7311.0
2034,Orsa,1980,7354.0
2034,Orsa,1981,7350.0
2034,Orsa,1982,7332.0
2034,Orsa,1983,7357.0
2034,Orsa,1984,7379.0
2034,Orsa,1985,7353.0
2034,Orsa,1986,7239.0
2034,Orsa,1987,7282.0
2034,Orsa,1988,7291.0
2034,Orsa,1989,7345.0
2034,Orsa,1990,7351.0
2034,Orsa,1991,7377.0
2034,Orsa,1992,7356.0
2034,Orsa,1993,7352.0
2034,Orsa,1994,7409.0
2034,Orsa,1995,7399.0
2034,Orsa,1996,7330.0
2034,Orsa,1997,7222.0
2034,Orsa,1998,7150.0
2034,Orsa,1999,7040.0
2034,Orsa,2000,6986.0
2034,Orsa,2001,6979.0
2034,Orsa,2002,7015.0
2034,Orsa,2003,7053.0
2034,Orsa,2004,7031.0
2034,Orsa,2005,7020.0
2034,Orsa,2006,7026.0
2034,Orsa,2007,7091.0
2034,Orsa,2008,6990.0
2034,Orsa,2009,6934.0
2034,Orsa,2010,6922.0
2034,Orsa,2011,6867.0
2034,Orsa,2012,6835.0
2034,Orsa,2013,6849.0
2034,Orsa,2014,6812.0
2034,Orsa,2015,6750.0
2039,Älvdalen,1968,9552.0
2039,Älvdalen,1969,9255.0
2039,Älvdalen,1970,8970.0
2039,Älvdalen,1971,8807.0
2039,Älvdalen,1972,8647.0
2039,Älvdalen,1973,8651.0
2039,Älvdalen,1974,8537.0
2039,Älvdalen,1975,8429.0
2039,Älvdalen,1976,8428.0
2039,Älvdalen,1977,8431.0
2039,Älvdalen,1978,8392.0
2039,Älvdalen,1979,8390.0
2039,Älvdalen,1980,8348.0
2039,Älvdalen,1981,8350.0
2039,Älvdalen,1982,8333.0
2039,Älvdalen,1983,8324.0
2039,Älvdalen,1984,8289.0
2039,Älvdalen,1985,8266.0
2039,Älvdalen,1986,8272.0
2039,Älvdalen,1987,8253.0
2039,Älvdalen,1988,8271.0
2039,Älvdalen,1989,8273.0
2039,Älvdalen,1990,8353.0
2039,Älvdalen,1991,8370.0
2039,Älvdalen,1992,8358.0
2039,Älvdalen,1993,8292.0
2039,Älvdalen,1994,8272.0
2039,Älvdalen,1995,8228.0
2039,Älvdalen,1996,8153.0
2039,Älvdalen,1997,8093.0
2039,Älvdalen,1998,7932.0
2039,Älvdalen,1999,7804.0
2039,Älvdalen,2000,7718.0
2039,Älvdalen,2001,7652.0
2039,Älvdalen,2002,7617.0
2039,Älvdalen,2003,7570.0
2039,Älvdalen,2004,7515.0
2039,Älvdalen,2005,7445.0
2039,Älvdalen,2006,7419.0
2039,Älvdalen,2007,7362.0
2039,Älvdalen,2008,7287.0
2039,Älvdalen,2009,7288.0
2039,Älvdalen,2010,7207.0
2039,Älvdalen,2011,7184.0
2039,Älvdalen,2012,7139.0
2039,Älvdalen,2013,7096.0
2039,Älvdalen,2014,7052.0
2039,Älvdalen,2015,7035.0
2061,Smedjebacken,1968,12706.0
2061,Smedjebacken,1969,13162.0
2061,Smedjebacken,1970,13193.0
2061,Smedjebacken,1971,13207.0
2061,Smedjebacken,1972,13284.0
2061,Smedjebacken,1973,13366.0
2061,Smedjebacken,1974,13426.0
2061,Smedjebacken,1975,13397.0
2061,Smedjebacken,1976,13576.0
2061,Smedjebacken,1977,13506.0
2061,Smedjebacken,1978,13499.0
2061,Smedjebacken,1979,13358.0
2061,Smedjebacken,1980,13389.0
2061,Smedjebacken,1981,13377.0
2061,Smedjebacken,1982,13373.0
2061,Smedjebacken,1983,13390.0
2061,Smedjebacken,1984,13328.0
2061,Smedjebacken,1985,13280.0
2061,Smedjebacken,1986,13194.0
2061,Smedjebacken,1987,13100.0
2061,Smedjebacken,1988,13183.0
2061,Smedjebacken,1989,13216.0
2061,Smedjebacken,1990,13282.0
2061,Smedjebacken,1991,13315.0
2061,Smedjebacken,1992,13132.0
2061,Smedjebacken,1993,13139.0
2061,Smedjebacken,1994,12927.0
2061,Smedjebacken,1995,12782.0
2061,Smedjebacken,1996,12561.0
2061,Smedjebacken,1997,12346.0
2061,Smedjebacken,1998,12135.0
2061,Smedjebacken,1999,11873.0
2061,Smedjebacken,2000,11598.0
2061,Smedjebacken,2001,11357.0
2061,Smedjebacken,2002,11157.0
2061,Smedjebacken,2003,11012.0
2061,Smedjebacken,2004,10923.0
2061,Smedjebacken,2005,10812.0
2061,Smedjebacken,2006,10715.0
2061,Smedjebacken,2007,10715.0
2061,Smedjebacken,2008,10734.0
2061,Smedjebacken,2009,10758.0
2061,Smedjebacken,2010,10715.0
2061,Smedjebacken,2011,10662.0
2061,Smedjebacken,2012,10650.0
2061,Smedjebacken,2013,10691.0
2061,Smedjebacken,2014,10712.0
2061,Smedjebacken,2015,10790.0
2062,Mora,1968,17181.0
2062,Mora,1969,17124.0
2062,Mora,1970,17095.0
2062,Mora,1971,17242.0
2062,Mora,1972,17391.0
2062,Mora,1973,17511.0
2062,Mora,1974,17749.0
2062,Mora,1975,17927.0
2062,Mora,1976,18239.0
2062,Mora,1977,18604.0
2062,Mora,1978,18926.0
