municipality,name,year,life_expectancy
2506,Arjeplog,2006,79.94
2506,Arjeplog,2007,81.17
2506,Arjeplog,2008,80.785
2506,Arjeplog,2009,81.165
2506,Arjeplog,2010,81.135
2506,Arjeplog,2011,80.78
2506,Arjeplog,2012,79.745
2506,Arjeplog,2013,80.34
2510,Jokkmokk,2000,76.4
2510,Jokkmokk,2001,75.775
2510,Jokkmokk,2002,76.745
2510,Jokkmokk,2003,78.245
2510,Jokkmokk,2004,78.705
2510,Jokkmokk,2005,79.71
2510,Jokkmokk,2006,79.29
2510,Jokkmokk,2007,79.245
2510,Jokkmokk,2008,79.97
2510,Jokkmokk,2009,79.995
2510,Jokkmokk,2010,79.885
2510,Jokkmokk,2011,81.88
2510,Jokkmokk,2012,81.76
2510,Jokkmokk,2013,80.79
2513,Överkalix,2000,77.33
2513,Överkalix,2001,77.015
2513,Överkalix,2002,76.07
2513,Överkalix,2003,76.23
2513,Överkalix,2004,77.41
2513,Överkalix,2005,77.68
2513,Överkalix,2006,77.57
2513,Överkalix,2007,78.58
2513,Överkalix,2008,78.77
2513,Överkalix,2009,79.115
2513,Överkalix,2010,79.4
2513,Överkalix,2011,80.13
2513,Överkalix,2012,80.305
2513,Överkalix,2013,80.085
2514,Kalix,2000,78.835
2514,Kalix,2001,79.125
2514,Kalix,2002,79.38
2514,Kalix,2003,79.62
2514,Kalix,2004,79.99
2514,Kalix,2005,80.38
2514,Kalix,2006,80.39
2514,Kalix,2007,80.23
2514,Kalix,2008,80.105
2514,Kalix,2009,80.1
2514,Kalix,2010,80.11
2514,Kalix,2011,80.195
2514,Kalix,2012,80.615
2514,Kalix,2013,80.085
2518,Övertorneå,2000,77.18
2518,Övertorneå,2001,77.185
2518,Övertorneå,2002,78.085
2518,Övertorneå,2003,78.81
2518,Övertorneå,2004,79.675
2518,Övertorneå,2005,79.33
2518,Övertorneå,2006,79.675
2518,Övertorneå,2007,79.885
2518,Övertorneå,2008,79.325
2518,Övertorneå,2009,79.93
2518,Övertorneå,2010,80.36
2518,Övertorneå,2011,80.955
2518,Övertorneå,2012,81.22
2518,Övertorneå,2013,81.275
2521,Pajala,2000,78.665
2521,Pajala,2001,78.92
2521,Pajala,2002,79.415
2521,Pajala,2003,79.37
2521,Pajala,2004,79.135
2521,Pajala,2005,78.325
2521,Pajala,2006,78.055
2521,Pajala,2007,78.04
2521,Pajala,2008,77.72
2521,Pajala,2009,78.33
2521,Pajala,2010,79.49
2521,Pajala,2011,79.16
2521,Pajala,2012,79.8
2521,Pajala,2013,80.14
2523,Gällivare,2000,78.11
2523,Gällivare,2001,77.925
2523,Gällivare,2002,77.98
2523,Gällivare,2003,78.02
2523,Gällivare,2004,77.77
2523,Gällivare,2005,78.355
2523,Gällivare,2006,78.225
2523,Gällivare,2007,79.12
2523,Gällivare,2008,79.56
2523,Gällivare,2009,79.77
2523,Gällivare,2010,79.95
2523,Gällivare,2011,80.135
2523,Gällivare,2012,79.885
2523,Gällivare,2013,79.795
2560,Älvsbyn,2000,79.63
2560,Älvsbyn,2001,80.32
2560,Älvsbyn,2002,80.67
2560,Älvsbyn,2003,80.54
2560,Älvsbyn,2004,80.44
2560,Älvsbyn,2005,80.315
2560,Älvsbyn,2006,79.88
2560,Älvsbyn,2007,80.145
2560,Älvsbyn,2008,80.675
2560,Älvsbyn,2009,81.14
2560,Älvsbyn,2010,81.19
2560,Älvsbyn,2011,81.695
2560,Älvsbyn,2012,81.285
2560,Älvsbyn,2013,80.825
2580,Luleå,2000,79.275
2580,Luleå,2001,79.445
2580,Luleå,2002,79.63
2580,Luleå,2003,79.905
2580,Luleå,2004,80.165
2580,Luleå,2005,80.39
2580,Luleå,2006,80.82
2580,Luleå,2007,81.32
2580,Luleå,2008,81.515
2580,Luleå,2009,81.59
2580,Luleå,2010,81.655
2580,Luleå,2011,81.78
2580,Luleå,2012,81.425
2580,Luleå,2013,81.645
2581,Piteå,2000,79.52
2581,Piteå,2001,79.6
2581,Piteå,2002,79.74
2581,Piteå,2003,79.63
2581,Piteå,2004,79.89
2581,Piteå,2005,80.045
2581,Piteå,2006,80.38
2581,Piteå,2007,80.715
2581,Piteå,2008,80.85
2581,Piteå,2009,80.79
2581,Piteå,2010,80.86
2581,Piteå,2011,80.91
2581,Piteå,2012,80.865
2581,Piteå,2013,80.995
2582,Boden,2000,79.315
2582,Boden,2001,79.155
2582,Boden,2002,79.68
2582,Boden,2003,79.67
2582,Boden,2004,79.725
2582,Boden,2005,79.91
2582,Boden,2006,80.38
2582,Boden,2007,80.205
2582,Boden,2008,80.61
2582,Boden,2009,80.57
2582,Boden,2010,80.79
2582,Boden,2011,80.925
2582,Boden,2012,81.395
2582,Boden,2013,81.52
2583,Haparanda,2000,77.215
2583,Haparanda,2001,77.155
2583,Haparanda,2002,77.24
2583,Haparanda,2003,77.05
2583,Haparanda,2004,76.945
2583,Haparanda,2005,77.42
2583,Haparanda,2006,77.36
2583,Haparanda,2007,77.95
2583,Haparanda,2008,78.635
2583,Haparanda,2009,79.04
2583,Haparanda,2010,78.775
2583,Haparanda,2011,79.145
2583,Haparanda,2012,78.79
2583,Haparanda,2013,78.64
2584,Kiruna,2000,77.925
2584,Kiruna,2001,78.255
2584,Kiruna,2002,78.33
2584,Kiruna,2003,78.915
2584,Kiruna,2004,79.27
2584,Kiruna,2005,79.315
2584,Kiruna,2006,79.21
2584,Kiruna,2007,79.68
2584,Kiruna,2008,79.79
2584,Kiruna,2009,79.665
2584,Kiruna,2010,80.035
2584,Kiruna,2011,80.2
2584,Kiruna,2012,80.21
2584,Kiruna,2013,80.575
